time_utc,time_ny,open,high,low,close,complete
2025-12-22 14:00:00+00:00,2025-12-22 09:00:00-05:00,25558.9,25560.2,25556.8,25559.4,True
2025-12-22 14:01:00+00:00,2025-12-22 09:01:00-05:00,25559.4,25561.1,25555.9,25557.1,True
2025-12-22 14:02:00+00:00,2025-12-22 09:02:00-05:00,25557.1,25559.9,25556.4,25558.4,True
2025-12-22 14:03:00+00:00,2025-12-22 09:03:00-05:00,25558.4,25561.4,25558.1,25558.9,True
2025-12-22 14:04:00+00:00,2025-12-22 09:04:00-05:00,25558.9,25567.8,25558.0,25567.0,True
2025-12-22 14:05:00+00:00,2025-12-22 09:05:00-05:00,25567.0,25569.4,25566.9,25569.4,True
2025-12-22 14:06:00+00:00,2025-12-22 09:06:00-05:00,25569.4,25570.1,25565.2,25568.6,True
2025-12-22 14:07:00+00:00,2025-12-22 09:07:00-05:00,25568.6,25572.6,25568.2,25571.5,True
2025-12-22 14:08:00+00:00,2025-12-22 09:08:00-05:00,25571.5,25573.4,25568.9,25570.4,True
2025-12-22 14:09:00+00:00,2025-12-22 09:09:00-05:00,25570.4,25572.9,25569.9,25572.4,True
2025-12-22 14:10:00+00:00,2025-12-22 09:10:00-05:00,25572.4,25574.4,25572.1,25572.9,True
2025-12-22 14:11:00+00:00,2025-12-22 09:11:00-05:00,25572.9,25574.9,25571.9,25572.9,True
2025-12-22 14:12:00+00:00,2025-12-22 09:12:00-05:00,25572.9,25574.4,25572.0,25572.4,True
2025-12-22 14:13:00+00:00,2025-12-22 09:13:00-05:00,25572.4,25573.1,25569.5,25571.4,True
2025-12-22 14:14:00+00:00,2025-12-22 09:14:00-05:00,25571.4,25572.0,25566.4,25566.4,True
2025-12-22 14:15:00+00:00,2025-12-22 09:15:00-05:00,25566.4,25567.1,25563.9,25565.4,True
2025-12-22 14:16:00+00:00,2025-12-22 09:16:00-05:00,25565.4,25575.9,25565.0,25573.4,True
2025-12-22 14:17:00+00:00,2025-12-22 09:17:00-05:00,25573.4,25577.4,25573.4,25577.1,True
2025-12-22 14:18:00+00:00,2025-12-22 09:18:00-05:00,25577.1,25578.4,25576.9,25577.9,True
2025-12-22 14:19:00+00:00,2025-12-22 09:19:00-05:00,25577.9,25582.9,25577.9,25580.4,True
2025-12-22 14:20:00+00:00,2025-12-22 09:20:00-05:00,25580.4,25581.0,25577.7,25578.4,True
2025-12-22 14:21:00+00:00,2025-12-22 09:21:00-05:00,25578.4,25582.0,25578.2,25581.2,True
2025-12-22 14:22:00+00:00,2025-12-22 09:22:00-05:00,25581.2,25582.6,25576.9,25576.9,True
2025-12-22 14:23:00+00:00,2025-12-22 09:23:00-05:00,25576.9,25583.6,25575.8,25582.4,True
2025-12-22 14:24:00+00:00,2025-12-22 09:24:00-05:00,25582.4,25583.5,25580.1,25582.6,True
2025-12-22 14:25:00+00:00,2025-12-22 09:25:00-05:00,25582.6,25584.0,25577.0,25582.0,True
2025-12-22 14:26:00+00:00,2025-12-22 09:26:00-05:00,25582.0,25584.1,25579.6,25581.1,True
2025-12-22 14:27:00+00:00,2025-12-22 09:27:00-05:00,25581.1,25581.1,25572.4,25575.6,True
2025-12-22 14:28:00+00:00,2025-12-22 09:28:00-05:00,25575.6,25588.4,25575.6,25588.4,True
2025-12-22 14:29:00+00:00,2025-12-22 09:29:00-05:00,25588.4,25591.2,25586.4,25586.6,True
2025-12-22 14:30:00+00:00,2025-12-22 09:30:00-05:00,25586.6,25590.4,25560.3,25568.3,True
2025-12-22 14:31:00+00:00,2025-12-22 09:31:00-05:00,25568.3,25600.3,25566.3,25598.0,True
2025-12-22 14:32:00+00:00,2025-12-22 09:32:00-05:00,25598.0,25600.1,25571.3,25571.3,True
2025-12-22 14:33:00+00:00,2025-12-22 09:33:00-05:00,25571.3,25572.2,25521.8,25532.8,True
2025-12-22 14:34:00+00:00,2025-12-22 09:34:00-05:00,25532.8,25533.6,25500.6,25513.4,True
2025-12-22 14:35:00+00:00,2025-12-22 09:35:00-05:00,25513.4,25533.3,25502.0,25502.1,True
2025-12-22 14:36:00+00:00,2025-12-22 09:36:00-05:00,25502.1,25513.8,25485.0,25512.2,True
2025-12-22 14:37:00+00:00,2025-12-22 09:37:00-05:00,25512.2,25520.8,25488.6,25507.0,True
2025-12-22 14:38:00+00:00,2025-12-22 09:38:00-05:00,25507.0,25513.1,25495.8,25512.8,True
2025-12-22 14:39:00+00:00,2025-12-22 09:39:00-05:00,25512.8,25517.8,25495.8,25506.2,True
2025-12-22 14:40:00+00:00,2025-12-22 09:40:00-05:00,25506.2,25526.6,25497.6,25506.1,True
2025-12-22 14:41:00+00:00,2025-12-22 09:41:00-05:00,25506.1,25512.4,25488.2,25491.4,True
2025-12-22 14:42:00+00:00,2025-12-22 09:42:00-05:00,25491.4,25498.8,25478.3,25487.3,True
2025-12-22 14:43:00+00:00,2025-12-22 09:43:00-05:00,25487.3,25509.8,25485.2,25503.3,True
2025-12-22 14:44:00+00:00,2025-12-22 09:44:00-05:00,25503.3,25506.8,25494.2,25498.8,True
2025-12-22 14:45:00+00:00,2025-12-22 09:45:00-05:00,25498.8,25515.4,25494.4,25496.2,True
2025-12-22 14:46:00+00:00,2025-12-22 09:46:00-05:00,25496.2,25516.4,25491.8,25516.4,True
2025-12-22 14:47:00+00:00,2025-12-22 09:47:00-05:00,25516.4,25526.2,25507.8,25526.1,True
2025-12-22 14:48:00+00:00,2025-12-22 09:48:00-05:00,25526.1,25539.1,25518.6,25531.4,True
2025-12-22 14:49:00+00:00,2025-12-22 09:49:00-05:00,25531.4,25537.1,25518.3,25524.0,True
2025-12-22 14:50:00+00:00,2025-12-22 09:50:00-05:00,25524.0,25533.6,25514.8,25524.3,True
2025-12-22 14:51:00+00:00,2025-12-22 09:51:00-05:00,25524.3,25549.8,25521.2,25540.2,True
2025-12-22 14:52:00+00:00,2025-12-22 09:52:00-05:00,25540.2,25550.1,25529.8,25535.6,True
2025-12-22 14:53:00+00:00,2025-12-22 09:53:00-05:00,25535.6,25542.0,25531.0,25537.4,True
2025-12-22 14:54:00+00:00,2025-12-22 09:54:00-05:00,25537.4,25560.8,25536.0,25557.3,True
2025-12-22 14:55:00+00:00,2025-12-22 09:55:00-05:00,25557.3,25564.4,25553.6,25556.4,True
2025-12-22 14:56:00+00:00,2025-12-22 09:56:00-05:00,25556.4,25560.6,25545.4,25545.6,True
2025-12-22 14:57:00+00:00,2025-12-22 09:57:00-05:00,25545.6,25559.1,25545.3,25556.2,True
2025-12-22 14:58:00+00:00,2025-12-22 09:58:00-05:00,25556.2,25558.1,25546.8,25556.4,True
2025-12-22 14:59:00+00:00,2025-12-22 09:59:00-05:00,25556.4,25560.8,25552.3,25553.8,True
2025-12-22 15:00:00+00:00,2025-12-22 10:00:00-05:00,25553.8,25560.5,25533.4,25535.3,True
2025-12-22 15:01:00+00:00,2025-12-22 10:01:00-05:00,25535.3,25538.6,25519.3,25527.6,True
2025-12-22 15:02:00+00:00,2025-12-22 10:02:00-05:00,25527.6,25536.1,25516.3,25532.2,True
2025-12-22 15:03:00+00:00,2025-12-22 10:03:00-05:00,25532.2,25536.6,25523.3,25524.4,True
2025-12-22 15:04:00+00:00,2025-12-22 10:04:00-05:00,25524.4,25527.4,25511.3,25512.3,True
2025-12-22 15:05:00+00:00,2025-12-22 10:05:00-05:00,25512.3,25531.3,25511.0,25519.8,True
2025-12-22 15:06:00+00:00,2025-12-22 10:06:00-05:00,25519.8,25522.2,25502.2,25519.1,True
