date,decision,entry_time,entry_price,SL,TP,exit_time,exit_price,exit_reason,pnl_pts,pnl_usd,notes,pnl_usd_filled,equity,equity_peak,drawdown,year,month,equity_shift,cum_long,cum_short,cost_commission_usd,cost_spreadslip_usd,cost_total_usd,pnl_usd_net,equity_net,equity_net_peak,drawdown_net
2020-11-06,none,10:22,11989.359,,,10:22,11989.359,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,184601.60000000033,198601.60000000033,14000.0,2020,11,184601.60000000033,38096.80000000022,46504.800000000105,0.0,0.0,0.0,0.0,174101.60000000033,188828.00000000032,14726.399999999994
2020-11-09,long,10:22,12253.539,12228.539,12328.539,10:27:00,12228.539,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,182601.60000000033,198601.60000000033,16000.0,2020,11,184601.60000000033,36096.80000000022,46504.800000000105,0.0,60.0,60.0,-2060.0,172041.60000000033,188828.00000000032,16786.399999999994
2020-11-10,short,10:22,11599.289,11624.289,11524.289,10:38:00,11524.289,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,188601.60000000033,198601.60000000033,10000.0,2020,11,182601.60000000033,36096.80000000022,52504.800000000105,0.0,60.0,60.0,5940.0,177981.60000000033,188828.00000000032,10846.399999999994
2020-11-11,long,10:22,11811.197,11786.197,11886.197,10:50:00,11786.197,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,186601.60000000033,198601.60000000033,12000.0,2020,11,188601.60000000033,34096.80000000022,52504.800000000105,0.0,60.0,60.0,-2060.0,175921.60000000033,188828.00000000032,12906.399999999994
2020-11-12,long,10:22,11952.729,11927.729,12027.729,10:27:00,11927.729,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,184601.60000000033,198601.60000000033,14000.0,2020,11,186601.60000000033,32096.80000000022,52504.800000000105,0.0,60.0,60.0,-2060.0,173861.60000000033,188828.00000000032,14966.399999999994
2020-11-13,short,10:22,11854.279,11879.279,11779.279,11:55:00,11879.279,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,182601.60000000033,198601.60000000033,16000.0,2020,11,184601.60000000033,32096.80000000022,50504.800000000105,0.0,60.0,60.0,-2060.0,171801.60000000033,188828.00000000032,17026.399999999994
2020-11-16,long,10:22,11995.229,11970.229,12070.229,12:00:00,12005.689,time,10.460000000000946,836.8000000000757,Conservative tie-break; checks start after entry bar.,836.8000000000757,183438.4000000004,198601.60000000033,15163.199999999924,2020,11,182601.60000000033,32933.6000000003,50504.800000000105,0.0,60.0,60.0,776.8000000000757,172578.4000000004,188828.00000000032,16249.599999999919
2020-11-17,none,10:22,12002.249,,,10:22,12002.249,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,183438.4000000004,198601.60000000033,15163.199999999924,2020,11,183438.4000000004,32933.6000000003,50504.800000000105,0.0,0.0,0.0,0.0,172578.4000000004,188828.00000000032,16249.599999999919
2020-11-18,none,10:22,11961.409,,,10:22,11961.409,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,183438.4000000004,198601.60000000033,15163.199999999924,2020,11,183438.4000000004,32933.6000000003,50504.800000000105,0.0,0.0,0.0,0.0,172578.4000000004,188828.00000000032,16249.599999999919
2020-11-19,none,10:22,11898.219,,,10:22,11898.219,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,183438.4000000004,198601.60000000033,15163.199999999924,2020,11,183438.4000000004,32933.6000000003,50504.800000000105,0.0,0.0,0.0,0.0,172578.4000000004,188828.00000000032,16249.599999999919
2020-11-20,long,10:22,11983.449,11958.449,12058.449,12:00:00,11978.279,time,-5.170000000000073,-413.6000000000058,Conservative tie-break; checks start after entry bar.,-413.6000000000058,183024.8000000004,198601.60000000033,15576.79999999993,2020,11,183438.4000000004,32520.00000000029,50504.800000000105,0.0,60.0,60.0,-473.6000000000058,172104.8000000004,188828.00000000032,16723.199999999924
2020-11-23,short,10:22,11911.499,11936.499,11836.499,11:10:00,11836.499,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,189024.8000000004,198601.60000000033,9576.79999999993,2020,11,183024.8000000004,32520.00000000029,56504.800000000105,0.0,60.0,60.0,5940.0,178044.8000000004,188828.00000000032,10783.199999999924
2020-11-24,none,10:22,11913.569,,,10:22,11913.569,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,189024.8000000004,198601.60000000033,9576.79999999993,2020,11,189024.8000000004,32520.00000000029,56504.800000000105,0.0,0.0,0.0,0.0,178044.8000000004,188828.00000000032,10783.199999999924
2020-11-25,short,10:22,12097.529,12122.529,12022.529,10:52:00,12122.529,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,187024.8000000004,198601.60000000033,11576.79999999993,2020,11,189024.8000000004,32520.00000000029,54504.800000000105,0.0,60.0,60.0,-2060.0,175984.8000000004,188828.00000000032,12843.199999999924
2020-11-26,short,10:22,12185.739,12210.739,12110.739,12:00:00,12186.569,time,-0.8299999999999272,-66.39999999999418,Conservative tie-break; checks start after entry bar.,-66.39999999999418,186958.4000000004,198601.60000000033,11643.199999999924,2020,11,187024.8000000004,32520.00000000029,54438.40000000011,0.0,60.0,60.0,-126.39999999999418,175858.4000000004,188828.00000000032,12969.599999999919
2020-11-27,long,10:22,12283.389,12258.389,12358.389,11:51:00,12258.389,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,184958.4000000004,198601.60000000033,13643.199999999924,2020,11,186958.4000000004,30520.00000000029,54438.40000000011,0.0,60.0,60.0,-2060.0,173798.4000000004,188828.00000000032,15029.599999999919
2020-12-01,long,10:22,12420.079,12395.079,12495.079,10:26:00,12395.079,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,182958.4000000004,198601.60000000033,15643.199999999924,2020,12,184958.4000000004,28520.00000000029,54438.40000000011,0.0,60.0,60.0,-2060.0,171738.4000000004,188828.00000000032,17089.59999999992
2020-12-02,long,10:22,12410.799,12385.799,12485.799,12:00:00,12457.529,time,46.72999999999956,3738.399999999965,Conservative tie-break; checks start after entry bar.,3738.399999999965,186696.80000000037,198601.60000000033,11904.79999999996,2020,12,182958.4000000004,32258.400000000256,54438.40000000011,0.0,60.0,60.0,3678.399999999965,175416.80000000037,188828.00000000032,13411.199999999953
2020-12-03,long,10:22,12528.619,12503.619,12603.619,10:38:00,12503.619,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,184696.80000000037,198601.60000000033,13904.79999999996,2020,12,186696.80000000037,30258.400000000256,54438.40000000011,0.0,60.0,60.0,-2060.0,173356.80000000037,188828.00000000032,15471.199999999953
2020-12-04,long,10:22,12497.709,12472.709,12572.709,10:29:00,12472.709,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,182696.80000000037,198601.60000000033,15904.79999999996,2020,12,184696.80000000037,28258.400000000256,54438.40000000011,0.0,60.0,60.0,-2060.0,171296.80000000037,188828.00000000032,17531.199999999953
2020-12-07,long,10:22,12586.809,12561.809,12661.809,12:00:00,12579.919,time,-6.889999999999418,-551.1999999999534,Conservative tie-break; checks start after entry bar.,-551.1999999999534,182145.6000000004,198601.60000000033,16455.999999999913,2020,12,182696.80000000037,27707.200000000303,54438.40000000011,0.0,60.0,60.0,-611.1999999999534,170685.6000000004,188828.00000000032,18142.399999999907
2020-12-08,short,10:22,12508.579,12533.579,12433.579,10:31:00,12533.579,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,180145.6000000004,198601.60000000033,18455.999999999913,2020,12,182145.6000000004,27707.200000000303,52438.40000000011,0.0,60.0,60.0,-2060.0,168625.6000000004,188828.00000000032,20202.399999999907
2020-12-09,none,10:22,12606.559,,,10:22,12606.559,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,180145.6000000004,198601.60000000033,18455.999999999913,2020,12,180145.6000000004,27707.200000000303,52438.40000000011,0.0,0.0,0.0,0.0,168625.6000000004,188828.00000000032,20202.399999999907
2020-12-10,long,10:22,12418.209,12393.209,12493.209,10:29:00,12393.209,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,178145.6000000004,198601.60000000033,20455.999999999913,2020,12,180145.6000000004,25707.200000000303,52438.40000000011,0.0,60.0,60.0,-2060.0,166565.6000000004,188828.00000000032,22262.399999999907
2020-12-11,long,10:22,12342.609,12317.609,12417.609,10:49:00,12317.609,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,176145.6000000004,198601.60000000033,22455.999999999913,2020,12,178145.6000000004,23707.200000000303,52438.40000000011,0.0,60.0,60.0,-2060.0,164505.6000000004,188828.00000000032,24322.399999999907
2020-12-14,long,10:22,12531.839,12506.839,12606.839,10:59:00,12506.839,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,174145.6000000004,198601.60000000033,24455.999999999913,2020,12,176145.6000000004,21707.200000000303,52438.40000000011,0.0,60.0,60.0,-2060.0,162445.6000000004,188828.00000000032,26382.399999999907
2020-12-15,none,10:22,12563.507,,,10:22,12563.507,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,174145.6000000004,198601.60000000033,24455.999999999913,2020,12,174145.6000000004,21707.200000000303,52438.40000000011,0.0,0.0,0.0,0.0,162445.6000000004,188828.00000000032,26382.399999999907
2020-12-16,short,10:22,12581.409,12606.409,12506.409,10:26:00,12606.409,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,172145.6000000004,198601.60000000033,26455.999999999913,2020,12,174145.6000000004,21707.200000000303,50438.40000000011,0.0,60.0,60.0,-2060.0,160385.6000000004,188828.00000000032,28442.399999999907
2020-12-17,short,10:22,12715.889,12740.889,12640.889,12:00:00,12710.099,time,5.789999999999054,463.19999999992433,Conservative tie-break; checks start after entry bar.,463.19999999992433,172608.80000000034,198601.60000000033,25992.79999999999,2020,12,172145.6000000004,21707.200000000303,50901.600000000035,0.0,60.0,60.0,403.19999999992433,160788.80000000034,188828.00000000032,28039.199999999983
2020-12-18,short,10:22,12708.219,12733.219,12633.219,12:00:00,12691.689,time,16.529999999998836,1322.3999999999069,Conservative tie-break; checks start after entry bar.,1322.3999999999069,173931.20000000024,198601.60000000033,24670.40000000008,2020,12,172608.80000000034,21707.200000000303,52223.99999999994,0.0,60.0,60.0,1262.3999999999069,162051.20000000024,188828.00000000032,26776.800000000076
2020-12-21,short,10:22,12485.859,12510.859,12410.859,10:24:00,12510.859,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,171931.20000000024,198601.60000000033,26670.40000000008,2020,12,173931.20000000024,21707.200000000303,50223.99999999994,0.0,60.0,60.0,-2060.0,159991.20000000024,188828.00000000032,28836.800000000076
2020-12-22,short,10:22,12699.989,12724.989,12624.989,10:33:00,12724.989,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,169931.20000000024,198601.60000000033,28670.40000000008,2020,12,171931.20000000024,21707.200000000303,48223.99999999994,0.0,60.0,60.0,-2060.0,157931.20000000024,188828.00000000032,30896.800000000076
2020-12-23,none,10:22,12693.919,,,10:22,12693.919,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,169931.20000000024,198601.60000000033,28670.40000000008,2020,12,169931.20000000024,21707.200000000303,48223.99999999994,0.0,0.0,0.0,0.0,157931.20000000024,188828.00000000032,30896.800000000076
2020-12-24,long,10:22,12710.819,12685.819,12785.819,10:59:00,12685.819,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,167931.20000000024,198601.60000000033,30670.40000000008,2020,12,169931.20000000024,19707.200000000303,48223.99999999994,0.0,60.0,60.0,-2060.0,155871.20000000024,188828.00000000032,32956.800000000076
2020-12-28,short,10:22,12774.889,12799.889,12699.889,10:40:00,12799.889,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,165931.20000000024,198601.60000000033,32670.40000000008,2020,12,167931.20000000024,19707.200000000303,46223.99999999994,0.0,60.0,60.0,-2060.0,153811.20000000024,188828.00000000032,35016.800000000076
2020-12-29,short,10:22,12856.829,12881.829,12781.829,10:42:00,12881.829,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,163931.20000000024,198601.60000000033,34670.40000000008,2020,12,165931.20000000024,19707.200000000303,44223.99999999994,0.0,60.0,60.0,-2060.0,151751.20000000024,188828.00000000032,37076.800000000076
2020-12-30,short,10:22,12863.149,12888.149,12788.149,12:00:00,12873.427,time,-10.278000000000247,-822.2400000000198,Conservative tie-break; checks start after entry bar.,-822.2400000000198,163108.96000000022,198601.60000000033,35492.6400000001,2020,12,163931.20000000024,19707.200000000303,43401.75999999992,0.0,60.0,60.0,-882.2400000000198,150868.96000000022,188828.00000000032,37959.040000000095
2020-12-31,long,10:22,12851.329,12826.329,12926.329,11:43:00,12826.329,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,161108.96000000022,198601.60000000033,37492.6400000001,2020,12,163108.96000000022,17707.200000000303,43401.75999999992,0.0,60.0,60.0,-2060.0,148808.96000000022,188828.00000000032,40019.040000000095
2021-01-04,short,10:22,12880.889,12905.889,12805.889,10:53:00,12805.889,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,167108.96000000022,198601.60000000033,31492.6400000001,2021,1,161108.96000000022,17707.200000000303,49401.75999999992,0.0,60.0,60.0,5940.0,154748.96000000022,188828.00000000032,34079.040000000095
2021-01-05,none,10:22,12730.839,,,10:22,12730.839,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,167108.96000000022,198601.60000000033,31492.6400000001,2021,1,167108.96000000022,17707.200000000303,49401.75999999992,0.0,0.0,0.0,0.0,154748.96000000022,188828.00000000032,34079.040000000095
2021-01-06,long,10:22,12702.819,12677.819,12777.819,10:51:00,12777.819,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,173108.96000000022,198601.60000000033,25492.6400000001,2021,1,167108.96000000022,23707.200000000303,49401.75999999992,0.0,60.0,60.0,5940.0,160688.96000000022,188828.00000000032,28139.040000000095
2021-01-07,long,10:22,12892.049,12867.049,12967.049,12:00:00,12902.409,time,10.359999999998763,828.799999999901,Conservative tie-break; checks start after entry bar.,828.799999999901,173937.76000000013,198601.60000000033,24663.8400000002,2021,1,173108.96000000022,24536.000000000204,49401.75999999992,0.0,60.0,60.0,768.799999999901,161457.76000000013,188828.00000000032,27370.240000000194
2021-01-08,none,10:22,13022.977,,,10:22,13022.977,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,173937.76000000013,198601.60000000033,24663.8400000002,2021,1,173937.76000000013,24536.000000000204,49401.75999999992,0.0,0.0,0.0,0.0,161457.76000000013,188828.00000000032,27370.240000000194
2021-01-11,long,10:22,12977.029,12952.029,13052.029,11:12:00,12952.029,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,171937.76000000013,198601.60000000033,26663.8400000002,2021,1,173937.76000000013,22536.000000000204,49401.75999999992,0.0,60.0,60.0,-2060.0,159397.76000000013,188828.00000000032,29430.240000000194
2021-01-12,none,10:22,12917.209,,,10:22,12917.209,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,171937.76000000013,198601.60000000033,26663.8400000002,2021,1,171937.76000000013,22536.000000000204,49401.75999999992,0.0,0.0,0.0,0.0,159397.76000000013,188828.00000000032,29430.240000000194
2021-01-13,none,10:22,12928.149,,,10:22,12928.149,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,171937.76000000013,198601.60000000033,26663.8400000002,2021,1,171937.76000000013,22536.000000000204,49401.75999999992,0.0,0.0,0.0,0.0,159397.76000000013,188828.00000000032,29430.240000000194
2021-01-14,long,10:22,13006.939,12981.939,13081.939,11:38:00,12981.939,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,169937.76000000013,198601.60000000033,28663.8400000002,2021,1,171937.76000000013,20536.000000000204,49401.75999999992,0.0,60.0,60.0,-2060.0,157337.76000000013,188828.00000000032,31490.240000000194
2021-01-15,short,10:22,12778.699,12803.699,12703.699,10:31:00,12803.699,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,167937.76000000013,198601.60000000033,30663.8400000002,2021,1,169937.76000000013,20536.000000000204,47401.75999999992,0.0,60.0,60.0,-2060.0,155277.76000000013,188828.00000000032,33550.240000000194
2021-01-18,long,10:22,12816.947,12791.947,12891.947,12:00:00,12817.199,time,0.25200000000040745,20.160000000032596,Conservative tie-break; checks start after entry bar.,20.160000000032596,167957.92000000016,198601.60000000033,30643.680000000168,2021,1,167937.76000000013,20556.160000000236,47401.75999999992,0.0,60.0,60.0,-39.839999999967404,155237.92000000016,188828.00000000032,33590.08000000016
2021-01-19,short,10:22,12886.579,12911.579,12811.579,11:52:00,12911.579,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,165957.92000000016,198601.60000000033,32643.680000000168,2021,1,167957.92000000016,20556.160000000236,45401.75999999992,0.0,60.0,60.0,-2060.0,153177.92000000016,188828.00000000032,35650.08000000016
2021-01-20,long,10:22,13234.339,13209.339,13309.339,12:00:00,13263.919,time,29.579999999999927,2366.399999999994,Conservative tie-break; checks start after entry bar.,2366.399999999994,168324.32000000015,198601.60000000033,30277.280000000173,2021,1,165957.92000000016,22922.56000000023,45401.75999999992,0.0,60.0,60.0,2306.399999999994,155484.32000000015,188828.00000000032,33343.68000000017
2021-01-21,long,10:22,13369.909,13344.909,13444.909,12:00:00,13375.769,time,5.860000000000582,468.80000000004657,Conservative tie-break; checks start after entry bar.,468.80000000004657,168793.1200000002,198601.60000000033,29808.480000000127,2021,1,168324.32000000015,23391.360000000277,45401.75999999992,0.0,60.0,60.0,408.80000000004657,155893.1200000002,188828.00000000032,32934.88000000012
2021-01-22,none,10:22,13374.329,,,10:22,13374.329,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,168793.1200000002,198601.60000000033,29808.480000000127,2021,1,168793.1200000002,23391.360000000277,45401.75999999992,0.0,0.0,0.0,0.0,155893.1200000002,188828.00000000032,32934.88000000012
2021-01-25,long,10:22,13545.559,13520.559,13620.559,10:27:00,13520.559,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,166793.1200000002,198601.60000000033,31808.480000000127,2021,1,168793.1200000002,21391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,153833.1200000002,188828.00000000032,34994.88000000012
2021-01-26,none,10:22,13478.199,,,10:22,13478.199,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,166793.1200000002,198601.60000000033,31808.480000000127,2021,1,166793.1200000002,21391.360000000277,45401.75999999992,0.0,0.0,0.0,0.0,153833.1200000002,188828.00000000032,34994.88000000012
2021-01-27,long,10:22,13369.599,13344.599,13444.599,10:30:00,13344.599,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,164793.1200000002,198601.60000000033,33808.48000000013,2021,1,166793.1200000002,19391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,151773.1200000002,188828.00000000032,37054.88000000012
2021-01-28,long,10:22,13274.349,13249.349,13349.349,10:24:00,13249.349,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,162793.1200000002,198601.60000000033,35808.48000000013,2021,1,164793.1200000002,17391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,149713.1200000002,188828.00000000032,39114.88000000012
2021-01-29,long,10:22,13141.659,13116.659,13216.659,10:36:00,13116.659,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,160793.1200000002,198601.60000000033,37808.48000000013,2021,1,162793.1200000002,15391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,147653.1200000002,188828.00000000032,41174.88000000012
2021-02-01,long,10:22,13075.517,13050.517,13150.517,11:22:00,13150.517,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,166793.1200000002,198601.60000000033,31808.480000000127,2021,2,160793.1200000002,21391.360000000277,45401.75999999992,0.0,60.0,60.0,5940.0,153593.1200000002,188828.00000000032,35234.88000000012
2021-02-02,long,10:22,13429.679,13404.679,13504.679,10:29:00,13404.679,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,164793.1200000002,198601.60000000033,33808.48000000013,2021,2,166793.1200000002,19391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,151533.1200000002,188828.00000000032,37294.88000000012
2021-02-03,short,10:22,13423.649,13448.649,13348.649,10:42:00,13448.649,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,162793.1200000002,198601.60000000033,35808.48000000013,2021,2,164793.1200000002,19391.360000000277,43401.75999999992,0.0,60.0,60.0,-2060.0,149473.1200000002,188828.00000000032,39354.88000000012
2021-02-04,none,10:22,13456.519,,,10:22,13456.519,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,162793.1200000002,198601.60000000033,35808.48000000013,2021,2,162793.1200000002,19391.360000000277,43401.75999999992,0.0,0.0,0.0,0.0,149473.1200000002,188828.00000000032,39354.88000000012
2021-02-05,short,10:22,13535.119,13560.119,13460.119,10:28:00,13560.119,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,160793.1200000002,198601.60000000033,37808.48000000013,2021,2,162793.1200000002,19391.360000000277,41401.75999999992,0.0,60.0,60.0,-2060.0,147413.1200000002,188828.00000000032,41414.88000000012
2021-02-08,none,10:22,13661.429,,,10:22,13661.429,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,160793.1200000002,198601.60000000033,37808.48000000013,2021,2,160793.1200000002,19391.360000000277,41401.75999999992,0.0,0.0,0.0,0.0,147413.1200000002,188828.00000000032,41414.88000000012
2021-02-09,long,10:22,13732.229,13707.229,13807.229,11:07:00,13707.229,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,158793.1200000002,198601.60000000033,39808.48000000013,2021,2,160793.1200000002,17391.360000000277,41401.75999999992,0.0,60.0,60.0,-2060.0,145353.1200000002,188828.00000000032,43474.88000000012
2021-02-10,short,10:22,13622.679,13647.679,13547.679,10:44:00,13547.679,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,164793.1200000002,198601.60000000033,33808.48000000013,2021,2,158793.1200000002,17391.360000000277,47401.75999999992,0.0,60.0,60.0,5940.0,151293.1200000002,188828.00000000032,37534.88000000012
2021-02-11,none,10:22,13716.529,,,10:22,13716.529,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,164793.1200000002,198601.60000000033,33808.48000000013,2021,2,164793.1200000002,17391.360000000277,47401.75999999992,0.0,0.0,0.0,0.0,151293.1200000002,188828.00000000032,37534.88000000012
2021-02-12,long,10:22,13701.989,13676.989,13776.989,10:31:00,13676.989,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,162793.1200000002,198601.60000000033,35808.48000000013,2021,2,164793.1200000002,15391.360000000277,47401.75999999992,0.0,60.0,60.0,-2060.0,149233.1200000002,188828.00000000032,39594.88000000012
2021-02-15,none,10:22,13859.999,,,10:22,13859.999,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,162793.1200000002,198601.60000000033,35808.48000000013,2021,2,162793.1200000002,15391.360000000277,47401.75999999992,0.0,0.0,0.0,0.0,149233.1200000002,188828.00000000032,39594.88000000012
2021-02-16,long,10:22,13854.499,13829.499,13929.499,10:54:00,13829.499,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,160793.1200000002,198601.60000000033,37808.48000000013,2021,2,162793.1200000002,13391.360000000277,47401.75999999992,0.0,60.0,60.0,-2060.0,147173.1200000002,188828.00000000032,41654.88000000012
2021-02-17,short,10:22,13601.799,13626.799,13526.799,10:48:00,13626.799,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,158793.1200000002,198601.60000000033,39808.48000000013,2021,2,160793.1200000002,13391.360000000277,45401.75999999992,0.0,60.0,60.0,-2060.0,145113.1200000002,188828.00000000032,43714.88000000012
2021-02-18,short,10:22,13488.339,13513.339,13413.339,10:36:00,13513.339,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,156793.1200000002,198601.60000000033,41808.48000000013,2021,2,158793.1200000002,13391.360000000277,43401.75999999992,0.0,60.0,60.0,-2060.0,143053.1200000002,188828.00000000032,45774.88000000012
2021-02-19,short,10:22,13654.369,13679.369,13579.369,10:41:00,13679.369,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,154793.1200000002,198601.60000000033,43808.48000000013,2021,2,156793.1200000002,13391.360000000277,41401.75999999992,0.0,60.0,60.0,-2060.0,140993.1200000002,188828.00000000032,47834.88000000012
2021-02-22,short,10:22,13358.239,13383.239,13283.239,12:00:00,13317.597,time,40.641999999999825,3251.359999999986,Conservative tie-break; checks start after entry bar.,3251.359999999986,158044.48000000019,198601.60000000033,40557.12000000014,2021,2,154793.1200000002,13391.360000000277,44653.11999999991,0.0,60.0,60.0,3191.359999999986,144184.48000000019,188828.00000000032,44643.520000000135
2021-02-23,long,10:22,12962.829,12937.829,13037.829,10:42:00,13037.829,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,164044.48000000019,198601.60000000033,34557.12000000014,2021,2,158044.48000000019,19391.360000000277,44653.11999999991,0.0,60.0,60.0,5940.0,150124.48000000019,188828.00000000032,38703.520000000135
2021-02-24,short,10:22,13034.429,13059.429,12959.429,10:23:00,13059.429,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,162044.48000000019,198601.60000000033,36557.12000000014,2021,2,164044.48000000019,19391.360000000277,42653.11999999991,0.0,60.0,60.0,-2060.0,148064.48000000019,188828.00000000032,40763.520000000135
2021-02-25,short,10:22,13204.039,13229.039,13129.039,10:36:00,13129.039,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,168044.48000000019,198601.60000000033,30557.12000000014,2021,2,162044.48000000019,19391.360000000277,48653.11999999991,0.0,60.0,60.0,5940.0,154004.48000000019,188828.00000000032,34823.520000000135
2021-02-26,short,10:22,12848.739,12873.739,12773.739,10:26:00,12873.739,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,166044.48000000019,198601.60000000033,32557.12000000014,2021,2,168044.48000000019,19391.360000000277,46653.11999999991,0.0,60.0,60.0,-2060.0,151944.48000000019,188828.00000000032,36883.520000000135
2021-03-01,long,10:22,13145.889,13120.889,13220.889,11:44:00,13220.889,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,172044.48000000019,198601.60000000033,26557.12000000014,2021,3,166044.48000000019,25391.360000000277,46653.11999999991,0.0,60.0,60.0,5940.0,157884.48000000019,188828.00000000032,30943.520000000135
2021-03-02,short,10:22,13224.609,13249.609,13149.609,10:39:00,13149.609,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,178044.48000000019,198601.60000000033,20557.12000000014,2021,3,172044.48000000019,25391.360000000277,52653.11999999991,0.0,60.0,60.0,5940.0,163824.48000000019,188828.00000000032,25003.520000000135
2021-03-03,short,10:22,12858.219,12883.219,12783.219,10:25:00,12883.219,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,176044.48000000019,198601.60000000033,22557.12000000014,2021,3,178044.48000000019,25391.360000000277,50653.11999999991,0.0,60.0,60.0,-2060.0,161764.48000000019,188828.00000000032,27063.520000000135
