date,decision,entry_time,entry_price,SL,TP,exit_time,exit_price,exit_reason,pnl_pts,pnl_usd,notes,pnl_usd_filled,equity,equity_peak,drawdown,year,month,equity_shift,cum_long,cum_short,cost_commission_usd,cost_spreadslip_usd,cost_total_usd,pnl_usd_net,equity_net,equity_net_peak,drawdown_net
2020-01-17,none,10:22,9144.56,,,10:22,9144.56,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,99028.79999999976,102396.79999999993,3368.0000000001746,2020,1,99028.79999999976,-971.2000000002445,0.0,0.0,0.0,0.0,0.0,98608.79999999976,102276.79999999993,3668.0000000001746
2020-01-20,long,10:22,9157.75,9132.75,9232.75,12:00:00,9161.43,time,3.680000000000291,294.4000000000233,Conservative tie-break; checks start after entry bar.,294.4000000000233,99323.19999999978,102396.79999999993,3073.6000000001513,2020,1,99028.79999999976,-676.8000000002212,0.0,0.0,60.0,60.0,234.40000000002328,98843.19999999978,102276.79999999993,3433.6000000001513
2020-01-21,none,10:22,9154.1,,,10:22,9154.1,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,99323.19999999978,102396.79999999993,3073.6000000001513,2020,1,99323.19999999978,-676.8000000002212,0.0,0.0,0.0,0.0,0.0,98843.19999999978,102276.79999999993,3433.6000000001513
2020-01-22,long,10:22,9224.81,9199.81,9299.81,12:00:00,9218.38,time,-6.430000000000291,-514.4000000000233,Conservative tie-break; checks start after entry bar.,-514.4000000000233,98808.79999999976,102396.79999999993,3588.0000000001746,2020,1,99323.19999999978,-1191.2000000002445,0.0,0.0,60.0,60.0,-574.4000000000233,98268.79999999976,102276.79999999993,4008.0000000001746
2020-01-23,long,10:22,9182.07,9157.07,9257.07,12:00:00,9181.18,time,-0.8899999999994179,-71.19999999995343,Conservative tie-break; checks start after entry bar.,-71.19999999995343,98737.5999999998,102396.79999999993,3659.200000000128,2020,1,98808.79999999976,-1262.400000000198,0.0,0.0,60.0,60.0,-131.19999999995343,98137.5999999998,102276.79999999993,4139.200000000128
2020-01-24,short,10:22,9236.69,9261.69,9161.69,12:00:00,9193.65,time,43.04000000000087,3443.20000000007,Conservative tie-break; checks start after entry bar.,3443.20000000007,102180.79999999987,102396.79999999993,216.0000000000582,2020,1,98737.5999999998,-1262.400000000198,3443.20000000007,0.0,60.0,60.0,3383.20000000007,101520.79999999987,102276.79999999993,756.0000000000582
2020-01-27,long,10:22,8960.33,8935.33,9035.33,11:20:00,8935.33,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,100180.79999999987,102396.79999999993,2216.000000000058,2020,1,102180.79999999987,-3262.400000000198,3443.20000000007,0.0,60.0,60.0,-2060.0,99460.79999999987,102276.79999999993,2816.000000000058
2020-01-28,long,10:22,9022.19,8997.19,9097.19,12:00:00,9085.96,time,63.76999999999862,5101.599999999889,Conservative tie-break; checks start after entry bar.,5101.599999999889,105282.39999999976,105282.39999999976,0.0,2020,1,100180.79999999987,1839.1999999996915,3443.20000000007,0.0,60.0,60.0,5041.599999999889,104502.39999999976,104502.39999999976,0.0
2020-01-29,short,10:22,9085.15,9110.15,9010.15,11:00:00,9110.15,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,103282.39999999976,105282.39999999976,2000.0,2020,1,105282.39999999976,1839.1999999996915,1443.2000000000698,0.0,60.0,60.0,-2060.0,102442.39999999976,104502.39999999976,2060.0
2020-01-30,none,10:22,9070.78,,,10:22,9070.78,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,103282.39999999976,105282.39999999976,2000.0,2020,1,103282.39999999976,1839.1999999996915,1443.2000000000698,0.0,0.0,0.0,0.0,102442.39999999976,104502.39999999976,2060.0
2020-01-31,short,10:22,9090.85,9115.85,9015.85,11:16:00,9015.85,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,109282.39999999976,109282.39999999976,0.0,2020,1,103282.39999999976,1839.1999999996915,7443.20000000007,0.0,60.0,60.0,5940.0,108382.39999999976,108382.39999999976,0.0
2020-02-03,long,10:22,9132.72,9107.72,9207.72,11:41:00,9107.72,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,107282.39999999976,109282.39999999976,2000.0,2020,2,109282.39999999976,-160.8000000003085,7443.20000000007,0.0,60.0,60.0,-2060.0,106322.39999999976,108382.39999999976,2060.0
2020-02-04,none,10:22,9249.3,,,10:22,9249.3,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,107282.39999999976,109282.39999999976,2000.0,2020,2,107282.39999999976,-160.8000000003085,7443.20000000007,0.0,0.0,0.0,0.0,106322.39999999976,108382.39999999976,2060.0
2020-02-05,short,10:22,9366.51,9391.51,9291.51,12:00:00,9353.83,time,12.680000000000291,1014.4000000000233,Conservative tie-break; checks start after entry bar.,1014.4000000000233,108296.79999999978,109282.39999999976,985.5999999999767,2020,2,107282.39999999976,-160.8000000003085,8457.600000000093,0.0,60.0,60.0,954.4000000000233,107276.79999999978,108382.39999999976,1105.5999999999767
2020-02-06,long,10:22,9388.35,9363.35,9463.35,12:00:00,9421.3,time,32.94999999999891,2635.9999999999127,Conservative tie-break; checks start after entry bar.,2635.9999999999127,110932.7999999997,110932.7999999997,0.0,2020,2,108296.79999999978,2475.199999999604,8457.600000000093,0.0,60.0,60.0,2575.9999999999127,109852.7999999997,109852.7999999997,0.0
2020-02-07,long,10:22,9409.37,9384.37,9484.37,12:00:00,9440.59,time,31.219999999999345,2497.5999999999476,Conservative tie-break; checks start after entry bar.,2497.5999999999476,113430.39999999964,113430.39999999964,0.0,2020,2,110932.7999999997,4972.799999999552,8457.600000000093,0.0,60.0,60.0,2437.5999999999476,112290.39999999964,112290.39999999964,0.0
2020-02-10,long,10:22,9450.29,9425.29,9525.29,12:00:00,9466.68,time,16.389999999999418,1311.1999999999534,Conservative tie-break; checks start after entry bar.,1311.1999999999534,114741.5999999996,114741.5999999996,0.0,2020,2,113430.39999999964,6283.999999999505,8457.600000000093,0.0,60.0,60.0,1251.1999999999534,113541.5999999996,113541.5999999996,0.0
2020-02-11,long,10:22,9580.17,9555.17,9655.17,11:38:00,9555.17,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,112741.5999999996,114741.5999999996,2000.0,2020,2,114741.5999999996,4283.999999999505,8457.600000000093,0.0,60.0,60.0,-2060.0,111481.5999999996,113541.5999999996,2060.0
2020-02-12,short,10:22,9564.89,9589.89,9489.89,11:19:00,9589.89,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,110741.5999999996,114741.5999999996,4000.0,2020,2,112741.5999999996,4283.999999999505,6457.600000000093,0.0,60.0,60.0,-2060.0,109421.5999999996,113541.5999999996,4120.0
2020-02-13,long,10:22,9573.54,9548.54,9648.54,12:00:00,9608.79,time,35.25,2820.0,Conservative tie-break; checks start after entry bar.,2820.0,113561.5999999996,114741.5999999996,1180.0,2020,2,110741.5999999996,7103.999999999505,6457.600000000093,0.0,60.0,60.0,2760.0,112181.5999999996,113541.5999999996,1360.0
2020-02-14,none,10:22,9609.77,,,10:22,9609.77,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,113561.5999999996,114741.5999999996,1180.0,2020,2,113561.5999999996,7103.999999999505,6457.600000000093,0.0,0.0,0.0,0.0,112181.5999999996,113541.5999999996,1360.0
2020-02-17,none,10:22,9652.63,,,10:22,9652.63,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,113561.5999999996,114741.5999999996,1180.0,2020,2,113561.5999999996,7103.999999999505,6457.600000000093,0.0,0.0,0.0,0.0,112181.5999999996,113541.5999999996,1360.0
2020-02-18,long,10:22,9612.99,9587.99,9687.99,10:29:00,9587.99,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,111561.5999999996,114741.5999999996,3180.0,2020,2,113561.5999999996,5103.999999999505,6457.600000000093,0.0,60.0,60.0,-2060.0,110121.5999999996,113541.5999999996,3420.0
2020-02-19,long,10:22,9710.81,9685.81,9785.81,12:00:00,9722.19,time,11.380000000001019,910.4000000000815,Conservative tie-break; checks start after entry bar.,910.4000000000815,112471.99999999968,114741.5999999996,2269.5999999999185,2020,2,111561.5999999996,6014.399999999587,6457.600000000093,0.0,60.0,60.0,850.4000000000815,110971.99999999968,113541.5999999996,2569.5999999999185
2020-02-20,none,10:22,9689.6,,,10:22,9689.6,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,112471.99999999968,114741.5999999996,2269.5999999999185,2020,2,112471.99999999968,6014.399999999587,6457.600000000093,0.0,0.0,0.0,0.0,110971.99999999968,113541.5999999996,2569.5999999999185
2020-02-21,short,10:22,9513.4,9538.4,9438.4,12:00:00,9509.41,time,3.9899999999997817,319.19999999998254,Conservative tie-break; checks start after entry bar.,319.19999999998254,112791.19999999966,114741.5999999996,1950.399999999936,2020,2,112471.99999999968,6014.399999999587,6776.800000000076,0.0,60.0,60.0,259.19999999998254,111231.19999999966,113541.5999999996,2310.399999999936
2020-02-24,long,10:22,9152.05,9127.05,9227.05,10:31:00,9127.05,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,110791.19999999966,114741.5999999996,3950.399999999936,2020,2,112791.19999999966,4014.3999999995867,6776.800000000076,0.0,60.0,60.0,-2060.0,109171.19999999966,113541.5999999996,4370.399999999936
2020-02-25,short,10:22,9077.76,9102.76,9002.76,10:51:00,9002.76,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,116791.19999999966,116791.19999999966,0.0,2020,2,110791.19999999966,4014.3999999995867,12776.800000000076,0.0,60.0,60.0,5940.0,115111.19999999966,115111.19999999966,0.0
2020-02-26,long,10:22,8984.53,8959.53,9059.53,11:53:00,8959.53,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,114791.19999999966,116791.19999999966,2000.0,2020,2,116791.19999999966,2014.3999999995867,12776.800000000076,0.0,60.0,60.0,-2060.0,113051.19999999966,115111.19999999966,2060.0
2020-02-27,short,10:22,8614.8,8639.8,8539.8,10:32:00,8539.8,tp,75.0,6000.0,Conservative tie-break; checks start after entry bar.,6000.0,120791.19999999966,120791.19999999966,0.0,2020,2,114791.19999999966,2014.3999999995867,18776.800000000076,0.0,60.0,60.0,5940.0,118991.19999999966,118991.19999999966,0.0
2020-02-28,none,10:22,8218.42,,,10:22,8218.42,no_trade,0.0,0.0,Middle zone at 10:22; no position.,0.0,120791.19999999966,120791.19999999966,0.0,2020,2,120791.19999999966,2014.3999999995867,18776.800000000076,0.0,0.0,0.0,0.0,118991.19999999966,118991.19999999966,0.0
2020-03-02,short,10:22,8445.99,8470.99,8370.99,10:27:00,8470.99,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,118791.19999999966,120791.19999999966,2000.0,2020,3,120791.19999999966,2014.3999999995867,16776.800000000076,0.0,60.0,60.0,-2060.0,116931.19999999966,118991.19999999966,2060.0
2020-03-03,long,10:22,8915.78,8890.78,8990.78,10:32:00,8890.78,sl,-25.0,-2000.0,Conservative tie-break; checks start after entry bar.,-2000.0,116791.19999999966,120791.19999999966,4000.0,2020,3,118791.19999999966,14.399999999586726,16776.800000000076,0.0,60.0,60.0,-2060.0,114871.19999999966,118991.19999999966,4120.0
