,0.1,0.25,0.5,0.75,1.0
0.0,1.3235988891921844,1.3118453129166199,1.2925729427971653,1.2736926564028956,1.2551908785428214
2.0,1.321630163533681,1.3099000523408202,1.290667549503025,1.271825516214215,1.2533609212736272
4.0,1.3196650656262645,1.3079587964644832,1.2887660794898261,1.2699621875398555,1.2515346678744532
6.0,1.317704004836318,1.3060215750940172,1.2868685206527422,1.2681026587206803,1.2497121071116075
8.0,1.3157470343014974,1.3040883756651271,1.284974860936693,1.2662469181450573,1.2478932277967814
