entry_time,pf_p05,pf_median,pf_p95,exp_p05,exp_median,exp_p95,prob_pf_gt1,prob_exp_gt0
10:22,1.1450358288663065,1.3255450354971678,1.5440092987084806,186.09789858974307,397.41655449232564,636.1267656596693,0.9975,0.9975
10:10,1.0988865270836135,1.2853639247797757,1.4775866872556815,132.0391792469077,356.38388165462607,573.2973306867927,0.995,0.995
10:30,1.0975567781412148,1.2800877044289296,1.4740793368260487,122.73641174130722,338.45726011776907,554.6199976190479,0.995,0.995
10:25,1.0862941968955453,1.2603987619006514,1.4520328198926302,113.04362643923263,322.0046843904024,536.1399013721075,0.9975,0.9975
10:20,1.002222467403984,1.1603454946754048,1.338511218554476,2.9943959790706605,207.19022542657797,415.7233087906902,0.95,0.95
10:15,0.9589351421734141,1.116432870110971,1.2861583388305977,-57.327845853391004,152.7680682553637,358.6771838975365,0.9075,0.9075
10:00,0.9285076741449445,1.0872283667849159,1.2566654626142437,-99.0242250559507,115.42715104455374,328.83761748163556,0.7875,0.7875
10:05,0.9269338565363235,1.0832356256079838,1.277313365221412,-102.70731331679215,111.47530966019767,355.3756185033967,0.7975,0.7975
